OTU	NSF22.NOVI.7M9	NSF14.NOVI.PM35	NSF22.NOVI.7M6	NSF22.NOVI.7M11	NSF22.NOVI.7M8	NSF6.NOVI.PM29	NSF22.NOVI.1M34	NSF22.NOVI.7M7	NSF6.NOVI.1M33	NSF22.NOVI.7M15	NSF6.NOVI.PM25	NSF22.NOVI.PM30	NSF14.NOVI.1M42	NSF14.NOVI.1M29	NSF22.NOVI.7M10	NSF22.NOVI.7M14	NSF14.NOVI.PM38	NSF22.NOVI.7M12	NSF22.NOVI.PM37	NSF22.NOVI.7M4	NSF6.NOVI.8M3	NSF6.NOVI.6M5
1e478cc9dd6f5cb5d2f1cbebe9ef2ae3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e9533ae7a1527790ff733883bf6945e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1eaacda2c1e4d8e5d96c1f0aa076b557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1eb2dc0b8453cf4b407dadbefa82df10	94.78	32.06	0	111.89	64.9	434.94	0	140.85	0	151.69	1838.12	0	0	0	1816.26	124.85	431.38	58.23	0	256.65	0	0
1ee6ee736014b215eff309e5e11cdddf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1f0b50f8d81f2dd093a91fecba21bd21	0	0	4.65671641791045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1f0d6bed1fd6914baa6fdcd62e240969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1f119540d655f865beab28cc7bf9709b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1f1e1cd433effa8792de85b69c153672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1f2fd1b6d4bd2adef91065af76efebae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1f43d3efe3db5cd72e071c44a2e5a25d	0	0	0	0	0	0	0	0	319.722222222222	0	0	0	0	0	0	0	0	0	0	0	0	0
1f491a6081ff2ba92d560da39542cb36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1f75fe4ce821ac953fb66e3379980b55	0	0	0	0	0	30.52	0	0	0	0	96.74	0	0	0	0	0	0	0	0	0	0	0
1fa7c745a99c5fba629ad52a6953d8f4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1fb2d3a83e36dec237af58e2d7185a30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1fe1ff1f5ae00727719b43da36045bfa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.0377358490566	0	149.784366576819	0
1fe9699a5a5026ba00872db97e3ab997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1febf717cf0f9f51ba0089373a4de9df	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20513b3da927d41afebad812ebe137b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20842eed10c1585f54bdfd065e2fa318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20a0554decfe229fca784b250cc9c70b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20a3ff21372fc364abe408e88d148204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20bbc12b95e48985ce49d2690c2ed1b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20cf675b37fc26b8894621c706bb1e5b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20f55940097e9801e25a6996885c1210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2101335121498a4aef12d4960205b761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21043b06628dd0370699dd2cf7a0ac9d	0	0	0	0	0	0	0	0	0	0	0	0	0	624.008	0	0	0	0	0	0	0	0
217ac2d08156061400d24f83051e2b44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21da49701ccfc32c01a63b430e78d5f2	0	12.9247311827957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2207479b72b90b6f8c7db14ca0f1cec2	0	19.368580060423	0	0	0	0	0	0	0	0	0	109.85498489426	0	0	0	0	0	12.3141993957704	0	0	0	0
221ac7ce885ab93a52834afd4e282b0b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2220cacc2b65286111ec93cd2b03233f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2292bff9d51f62a58a73e17783d373ec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22ba713a71baf2f0ef5f66a107221ded	108.316666666667	0	45.7533333333333	111.893333333333	24.3366666666667	15.26	0	268.286666666667	0	11.7966666666667	112.866666666667	0	0	1872.02333333333	1016.24	7511.89	0	60.17	0	56.2833333333333	0	0
231962858d6941a44e4a1db22354ab8e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2359ec9a93a929e0a79a1d2f75548b0a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23742b2d839a54b7e4d54385fb2c1d67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23a52b37a1dacf58f5089e664345eb4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.65	0	13.51	0	0
23a8368fea50473fcf66e36915878abf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23cacbcc50bdd21addacb96c4f4bd271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24246e493bceed6c2f4bd5b52a8b9c24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243c1b130a6c6d340907c792e4220612	0	0	0	0	0	215.837142857143	0	0	0	0	55.2828571428571	0	0	0	0	0	0	0	0	0	0	0
243deed7d35ef847b08e827f8748b499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2476d04dcac08f92264ce5604e1b1624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24a309945e4d4da8f60d5d3b89d683ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24a7abc022f435e2906dec842cb671a0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24b698a5e8d62fea70aa94fb430a3e66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250aa99166eb0e33449147af361bf81a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2519803e238a66a773b7191251de865d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25480063a4314cfa376389e104efe30d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255d2b21cbbd59f050ea886183381886	0	142.821782178218	12.3564356435644	101.554455445545	20.0792079207921	56.6633663366337	0	69.7277227722772	156.693069306931	0	0	0	0	0	610.128712871287	0	213.554455445545	17.2970297029703	0	0	0	0
256124514e53cbadcb1aeebf5fcf2e89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
258ae21ca79e2644f37d4c3119801fed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25969d0b2ca53772fd3701c91c2579ea	0	0	0	0	0	0	0	0	0	0	0	58.3670411985019	0	0	0	0	0	0	0	0	0	0
259978c957362c36d891fd73af4a1a98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25a91349605ad70faa29cdbe0f0552e4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25b37e2316a88fd3520e6739f706f471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25d1bbf576474c9ff7321a9f5fd507d8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25d8542706482faf22dea5ffb8205b00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2604c985e0937519d673c424bc8d32fc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260dc91ce2fd6949337fcdc3f00364d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2635d7a78931f45c70910fa49d8ddfe9	0	0	0	0	0	0	0	0	65.5620253164557	0	0	0	0	0	0	0	0	0	0	0	0	0
263aba6af97334b3dc7144d69ca53d95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263dd6480a6ea4db6a99efa02bcdb0db	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265ad91f5c79dfdc85429ecc344c8cd0	0	0	0	0	0	0	0	0	0	0	10.3354700854701	0	0	0	0	0	0	0	0	0	0	0
26ce4deec59a11fdd02ec493e844d0ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26e6e178b66b47c75cc1d711b6d28237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26f73284634c881eb399523a59db3969	0	0	0	0	0	0	0	0	0	0	0	0	0	1371.44688644689	0	0	0	0	0	0	0	0
2702d2615664b4d5cf93237d413cc9c1	0	0	3.52542372881356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2747fc4ba9e98a5dc49dc12f5843a65c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277a44a61efabb07934b85a1731504c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2787b20896064a0794c37a1d3d780dbd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27962268d245c6b0a90b078790d688e6	0	0	0	6.57848324514991	0	0	0	0	0	8.02645502645503	0	0	0	0	0	0	0	0	0	0	0	0
27f761b6fc5fe6d79f8af1d9c8cca207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281d04bed38e6987f7d87dddafd715e3	0	0	0	0	0	0	328.867692307692	0	17.7076923076923	0	0	0	0	0	0	38.4153846153846	0	0	0	2.07692307692308	0	0
282edcb3e1d3fadc99ceb07e496b0d61	0	0	124.972685887709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2878e99ba03722468ba455e69dc8bb75	0	0	3.40983606557377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
287f490652bb268ac6e840412bea2931	0	29.1393939393939	0	0	0	0	863.69696969697	0	0	0	205.212121212121	0	0	0	0	0	196.084848484849	0	333.666666666667	0	0	0
28b1ed15260203ab2ae3eed5cf5d6f84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28dbc5b9f41a5772d2dfa9feaf492a5c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29085fbb82e18ff1c789e9f237dce1db	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291f1107175231733f1817a188e2e8df	0	116.569696969697	0	22.6060606060606	0	0	0	158.533333333333	0	12.2606060606061	0	0	0	0	0	264.836363636364	3921.65454545455	0	0	4.09090909090909	0	0
292f5a194f75b9052a5cbf41c2df5e43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292fa27fabda7f6f2bf4e38b700375eb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294c741af57b629b819cf9aabcdca045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298f0d91c74ec7c6dde83b0ee1b4781a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29e9ebb97a63958f4a6ac6a8c0517d49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a071e643cea456d2e6fecb2a55158e5	0	0	0	0	2.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a4d8ce6380431260e036b933eafe9d8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a70e5759a7022602e23df0948848289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a84b1a0f0f7a495aff9fb79a66e7c69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a8a33b0d61c5980057dccca7c6beab3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ad4208a86982158bc095f10dc985cb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b534849c8ad914a3dd82e93617e5042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b738efa3710b37f8d6d9a72ca8447e0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2c182de3e8dad88c263502a4be17d2f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2c336693c23fd6d79bfce4ffcea05806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2c678a5c8bd2ee8f614d8996ff73ad12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2c769814018b8bf827b818a4e90a2ec9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2c9b8544b90a4355e180523a10e0699d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2cb30635c02dd2be2a9b97ea1908d044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ce7b8f869585372d68555bf1d0b0e20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2d2446e678eb280c22aef477ee1cab81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2d354ba3441ad8b5464ecc98d7846d63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2d4133f0aeb6235934ebab649c5273d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2d47f74ecc2acaf586bfc1c17ffce3a2	5.09981167608286	0	9.39924670433145	10.5367231638418	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38606403013183	0	0	13.7250470809793	0
2d6b2f3e968a2270bc9cdb6a46ed66df	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2d73e32222c747af9ee3ba959aed85ea	0	12.1721518987342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2da16928fca9647afc25d0e11836551d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2e1f22e0ab1c9ca2f846cdc80b5b2218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2e1f9bbebb3fad58eede2fd8bc5c3223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2e2cd60905283d71907f408f57d94912	0	0	0	0	0	0	0	0	0	7.41025641025641	0	0	0	0	0	0	0	0	0	0	0	0
2e48ce688189335be252d94ea0221817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2e6394dcaad1e1573188ad420db2b636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2e74aaaa007d769091bfd19c0ca1ed8c	0	0	0	0	0	0	0	0	71.935	0	0	0	0	0	0	0	0	0	0	0	0	0
2e764946c978cb6024d15751d1075540	0	0	7.488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2e944ddf98fd34ccefa36881e59ea4bf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ebf23b6c937b0be7cbc1e682fdcff3b	0	0	0	0	0	0	256.312949640288	0	41.4028776978417	0	0	0	0	0	0	0	0	0	0	0	0	0
2ee6d8efd8034028bed8950aaab0764d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ef98fc64baafc0090bc7f7554f08233	0	0	0	0	0	0	90058.2200854701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2f0cd6df89f70059636c23ba04698de9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2f6054f7fdabbbac12fe0d164e07deed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2f915f637be698771e432076a6160f90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2f93775b3a981bdb73e220bb372e19d6	0	0	0	0	0	0	1681.53097345133	0	0	0	0	367.752212389381	0	0	0	0	0	24.047197640118	0	0	0	0
2f9d4a994f57e2744088ac11654fb041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2fa1d4e42fe521e1aa4fdd3d6362b5c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2fb3baa9e1c3adaa402d39c4016c6d3e	0	0	7.17241379310345	0	0	10.5241379310345	0	0	0	2.32413793103448	0	0	0	0	0	0	0	0	0	0	0	3.52183908045977
2fbe5800811a7cdd521d9805d5b779d7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2fc835adf23ed238fb9daf6840346d23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.3333333333333	0	0	0
2ff407e84b17d7ddad6706426e12fbf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ffff9cdff15894476f015c13909782a	0	0	0	0	0	0	1603.235	0	0	0	0	77.92	0	0	0	0	0	0	330.33	0	0	0
30062469f7c3edb48840f96d21b76f25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3006697e6cab180fd19f5f376efcb427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301da01c748fad9736ace9979c4b4bf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301e61dc69d0561abac5cbd0525e1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305d40bf3b0655b7ca46b5edcc6e56a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3065a8be6df5a5757c5100f791fb74e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
309fa0b01268a06282fa95da7f1a7a39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30a8fac2ccac130502241563e19d75eb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30cc5abed79412ea2c6bb3cb8cdc2220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30ec750ae413979f76c6e04ff6c89307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30f5217d46e472c2b59fdfe247dcc155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30fa0d244b4b3d3a8e535d045c452197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31201bce993bdaf36917bc09aea474c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31777e820d6eb5f6bb3cebde8c6bbfa6	0	0	0	0	0	189.448275862069	0	0	0	0	750.593103448276	0	0	0	0	0	0	0	0	0	0	0
31d5a7934c425843253219959257f516	0	3.42521367521368	0	0	0.867521367521367	0	0	0	12.2970085470085	0	0	11.1004273504274	0	0	0	0	0	0	0	0	0	0
3263bf62cde31b3332032e214ab57a44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328675b2b907472d624d3ea4f0da2afb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3291ab791fe91d758740e44e716387bc	0	0	0	0	0	0	0	15.7803921568627	0	0	0	0	0	0	0	0	0	0	129.541176470588	9.27058823529412	0	0
3305240d105f928b8fdaff57e717ab57	0	0	0	0	0	0	122.851724137931	0	0	0	0	17.9137931034483	0	0	0	0	0	0	0	0	0	0
331164b7d0bd4592282198785f74a221	0	0	0	0	0	0	0	0	0	7.54477611940298	0	0	0	0	0	0	0	0	0	0	0	0
332088a5a24df3d44d01211b6f5fabf0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33333ab75e073add71476ef0ed56a0a0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3375e708905055bf719d94924ad26e61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33977c44b9492fd11ff6a0b9f087a3c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33c1be77780a091c6235e6098b927bf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33d528a5cc963a065105db439e11726e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33e5c248c2277dcbf5bdde04bdcd25d8	0	0	0	0	0	0	0	0	0	0	0	34.514950166113	0	0	0	0	0	0	0	0	0	0
340fe081389492ed6bfb12c90f2198d7	0	0	0	0	0	0	897.093525179856	0	93.1546762589928	0	191.39928057554	0	0	0	0	0	0	0	752.553956834532	0	0	0
3431376795a43c80dd5e881d71b68da0	0	5.3425	0	0	0	0	0	0	0	0	0	0	0	104.001666666667	0	0	0	0	0	0	0	0
345d41160c827ee9344bbf0b4ba2a2c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9843137254902	0	0	0	0
346532cdfb6650886a1d9e9f20a98b5b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
346b428e5eed31e4d84bba059ce83ebd	0	13.3029045643154	0	0	0	398.941908713693	0	0	0	0	341.211618257261	0	0	0	0	129.514522821577	0	41.0746887966805	0	12.6099585062241	0	0
347108af27d4af945240361604fce81e	74.47	440.77	6.24	83.92	20.28	629.525	0	20.12	3956.535	15.17	507.9	207.78	0	0	389.2	218.49	9598.25	34.94	1816.825	55.72	2095.245	104.355
347d04bbcd7a94276df8f95106fd1d02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
348bc6bbe8610356db50d137330fdffd	0	0	0	18.1067961165049	0	0	0	0	0	0	0	0	0	0	0	0	0	5.65533980582524	0	0	0	0
3494895b44571a7adcc51ba54b0ae3a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
349a2d072022631b812f2d4eb90ca30b	0	0	0	0	0	54.944	2565.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.064
34b25303a609287b77d9c44a280ee548	1685.14028776978	438.176258992806	1185	261.622302158273	223.241007194245	4891.26258992806	384.467625899281	0	0	10.9136690647482	9517.70503597122	261.593525179856	0	0	6509.96043165468	0	193.967625899281	12.568345323741	0	425.161870503597	0	0
34bb50363016a2e7d0f1c03a0f8e7771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34bc49dd64572b5a1fed96046163260f	0	0	39.9957264957265	0	3.46794871794872	0	0	0	0	175.025641025641	0	0	0	0	1067.24358974359	0	0	27.3739316239316	0	227.299145299145	0	0
34f6cb0e167e4b92431e279e119edc2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351317bb68256374de289adf6f58e663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
355a44b094be5392f7acd1a4b73a6e96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35ddf264df37db67d66b75402d5a34e0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35ec516de4585cb5891a62a975b8374c	0	0	6.17821782178218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.68811881188119	0	0
35f01c82b4fba571713393b468de4078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3617a1b2a43f44cdcbdc58fa1baf020e	0	0	0	0	0	1179.27272727273	0	0	366.224242424242	0	498.375757575758	0	0	0	0	0	0	0	0	0	0	0
361a14873bcdaeabbc30e869717ba2ba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
362016d25d8484783bfa16958b7ee7f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
362697ed585c78a25ea7565741fdf8c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
363dfdce5b189ae5c99acf4962002b95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
363e4bca1f9d15b626c22c6cf649f6f8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36577fb214f8b89f951a6bdc81f5a1cd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
366556d58216c1b26d117c828f919545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3692c72bf33d14ee4d3caff8b82a7b6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36b8ffded3128766cb5b952c18b3e40d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36d2a3cd9dfcec4e6012a1f12b8716c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36db85d0c8123b23c953edca9f8a463c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3725f0a3a225b2125f8d9f4a5dc56e5c	0	0	7.13142857142857	0	0	0	0	0	0	4.33428571428571	0	0	0	0	0	0	0	0	0	0	0	0
3748db8df84545b57059ce156982c724	0	0	0	0	0	0	0	7.09700176366843	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3760eb6cefca39f470a53177ec5b075e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
376624b2d7a37d97ef89367c769c3630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37a3183db60278f6c7c60896473faceb	0	0	0	0	0	0	0	0	17.3867069486405	0	29.226586102719	0	0	0	0	0	0	0	0	0	5.50453172205438	0
37adb8350863f0c2d9f93930cfad049b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
