OTU	NSF22.NOVI.1M21	NSF14.NOVI.PM17	NSF22.NOVI.PM19	NSF22.NOVI.1M17	NSF14.NOVI.1M24	NSF6.NOVI.PM16	NSF6.NOVI.PM20	NSF22.NOVI.1M23	NSF14.NOVI.PM22	NSF14.NOVI.1M16	NSF14.NOVI.2M9	NSF14.NOVI.2M7	NSF14.NOVI.2M13	NSF14.NOVI.2M15	NSF14.NOVI.2M12	NSF14.NOVI.2M6	NSF14.NOVI.2M14	NSF14.NOVI.2M8	NSF14.NOVI.2M11	NSF6.NOVI.3M5	NSF22.NOVI.4M5	NSF6.NOVI.4M3	NSF22.NOVI.3M1	NSF22.NOVI.5M2	NSF6.NOVI.5M2	NSF14.NOVI.4M5	NSF14.NOVI.5M3	NSF14.NOVI.3M5	NSF14.NOVI.6M5
43cd8b1aca2fd91e0bf416637f698865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5486725663717	0	0
449cf4779d8bc8d991fdf5024b058a0e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44a40c6ca66fb6affcc54cbac14bbfc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44f74c0560c06037055aea80939af467	0	0	0	0	0	0	0	0	0	0	0	241.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4504a78e90442c59fe281359a06c2024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.442	0	0	0	0	0	0
4515216c0f115f324f0aea3a705f526d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
452cf839a8ea45d1d643ff55294cd661	0	221.523333333333	0	0	0	14.0233333333333	0	0	181.616666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45371ad960a7f4e853ed63b5ad7e5fc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4554e0fe9c1a4fb9e1ba1ad32ad0805a	0	0	0	0	0	0	0	0	0	0	430.925423728814	0	0	0	8.70169491525424	0	0	0	0	0	0	0	0	0	0	0	0	0	0
455c3191046ab64147e5448eb2ef789b	0	51.8457446808511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4563015ffd33809c5dede49def67e966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
458477c8e5ca6e2ffa9c2947468505ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4588d13966803ef4b8086be7fab47b98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45e49300c44eee17a59d7eff4649bcce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45e9ed432fd077d7c5bb3a7e2b1a8fba	0	0	0	0	0	0	0	0	0	0	0	0	0	8.63291139240506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
460b40a5eb86506fc516f5f863f93ae6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4630f64a2fb658d6a7f200d0fa7d302b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4643254b1bec98fe10d8fd1d76291878	0	0	0	0	0	156.977611940298	1287.09701492537	0	0	0	0	0	0	0	0	0	0	0	0	0	20.3880597014925	0	0	14.9850746268657	0	0	0	0	0
464eb7849206132932497ea65ab8b7de	0	0	0	0	0	0	0	0	0	0	0	0	30.5306957708049	0	0	0	0	0	0	39.2196452933151	0	0	0	0	0	0	0	0	0
46605a92c3dc30f667133591cd03eaa5	0	0	15175.3626373626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396.205128205128	0	0	0	0	0	0
4675acbec5a9f3dfe86a480b397786f0	0	0	0	0	0	0	0	0	0	0	0	0	6.39428571428571	0	0	3.48285714285714	0	0	0	10.9514285714286	0	0	0	0	0	0	0	0	0
467ae818aaef032ca251a8bc17fb7f20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46863164a89eea48b0dad9ea87696000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
468d8a33d8e900a35ad5e01cdcd9eefe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46939c2c5dc9a9df9bb165340ce2a479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46a96441982fb026fc24110010fda82c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9258589511754	0	0	0	0	0	0	17.623869801085	3.69077757685353	0	0	0	0	0	0
46d4b24b700ab5fbbf9e4d2abf5fa1ea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46d68aa1b6928f50cc9c7e1a16e9d1d2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46f17941a7458eb3f4921b2ef528ae84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56447368421053	0	0
47c86a64e844348ebdbe8c6704e12393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
480ae769346cb751ecf4860dc88aa9d8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
481fd70ceb893944e1052284443bc412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4840c1053a57ebbf4fd19d82dc6f9825	0	0	0	0	0	0	0	0	0	0	0	131.275787187839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5808903365907	0	0
4854bd8a5c472afbbbd1fbd4aebbc85f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4897e619282cad68b0e2f443a9ef1e5c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48dc6670cb513e4aa25543d817373060	0	12.6571428571429	0	0	0	0	0	0	0	30.9114285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
492495e6ae1a05cdd0c12892f420bc62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
494d21bb6602614d94fd6f2ee01549a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
495affe5e03fbab01286138422825790	0	0	291.469026548673	0	0	0	0	0	0	0	0	0	26.4070796460177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
496d4542c6c25153f0853f0218b44da2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49b90d895cf369a883e0cd41c2f50e06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49e6de292b588a12096e3607e2f9a9c3	0	35.5843373493976	0	0	0	0	239.765060240964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.2771084337349	6.04819277108434	0	0	0	0	0
4a35975d88c2b1f5fbe3caf6368b1e35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43428571428571	0	0	0	0	0
4a675824a20834a81389c9f1067a9be0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4a7139f968cd45fe5b5032528d7909b7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4a86bc98c7b45e45d351828f740ac7ef	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4a935a0d80559ad4eaadab8b445f467d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4aaba5b03fa8e038a2e398d2bd2d44be	0	0	208.191740412979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4acf1fbcf34da18a992142703f3f9a5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4ad25c0d804b0bc67e8108b562d5d99f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4af78d86ca2c7328aee1a0246474e72f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4b0df4c889ef0631b1b28a0ce47e5e0d	565.428571428571	0	0	0	0	0	0	61.3516483516484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4b1317fdbef4eb1b55d083b116ee2a93	0	0	0	0	0	0	2520.72	0	0	0	0	0	0	0	0	0	0	0	664.41	0	0	0	0	25.1	0	0	0	0	0
4b3714101198ba771598e90131e34865	0	0	0	0	0	0	0	0	12.8465346534653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4b91a48341b5922892e2c5ae49482db1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4bc5e84fd8bb9ed590f4cbb2f9610e79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4bd3d195ec0db456791b7cad750614a1	0	0	0	0	0	0	176.305647840532	0	0	0	0	0	0	0	51.1694352159468	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4be0ea3746ea3e22ae52e99f64f427a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4c4ac698e4eb7b5fab2db6cdab901423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.72545454545455	0	0	0	0	0	0	0	0
4c4b5d296f56144482e5b67ab70d3ef9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4c5547e0dcacf5c9e5188b99a34dba55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.0546448087432	359.748633879781	0	326.945355191257	0	0	7.46448087431694	0	0	0	0	0	0	0	0
4c7c8c14c75d19b68bbfafd04db885dc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4c9dab18a1e7da2ad2c3cfd979afeed0	0	0	0	0	0	0	0	0	0	566.395299145299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4d0281ecef1b45d73ae92d744b8cb46c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4d42b1193b2e99caeae84f0ead83c815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4d6740c6ede3be43c9b16838853fa49d	0	8.86	0	0	0	0	0	0	20.756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4d981bbb20fe810a473015c6f9987dd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4dbbae329327603dc288b765cacdbed1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4dc56079481ac72974668ed07c202944	0	0	176.445	0	0	0	0	20.935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4dcf209fa9f2ac7bef6aad1d30b340f5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4de584236f50b18d793ec5f247b1364a	0	0	0	0	0	0	0	0	0	0	0	0	19.1282051282051	0	0	0	0	0	141.967948717949	0	0	0	0	0	0	0	0	0	0
4df295934e1c4fa883b226d8dde710b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4dfb4b4cd005bb9baa33d5c4960d419f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4e03c38de264c6d92c899f7ae546de17	68.1	0	635.195	0	0	168.28	0	73.275	0	324.58	0	0	0	0	0	48.765	0	0	0	0	47.81	0	34.015	22.59	137.84	0	0	0	0
4e56fc82ca285db3049458a085064ab2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4e5c80f69c75bf707653f4b7d9fafd35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4e5f891d49422e3a9a9d59683c59eb3d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4e6d54d755f2f4815309b51179bb0532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4f3b33920e9731d546112ca815445eb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4f49d25c3ff81e98cb1c7c319a6dd8e0	0	197.507598784194	0	0	93.5106382978723	10152.9787234043	27784.0243161094	0	851.705167173252	559.051671732523	3042.39817629179	1102.47720364742	163.249240121581	2002.54103343465	234.06990881459	7937.49240121581	2792.55927051672	174.279635258359	1279.00303951368	0	595.829787234043	59.2462006079027	5773.02431610942	86.9726443768997	366.592705167173	0	13.0334346504559	0	0
4f76b01c48595dd507c69d1dfe7b23c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.85410334346505
4f9df4db4402eb45f73bc8791da6b097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4fe1388cba31797b04d4e4524fd7d78c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5003929d4c44a3064181a73b3362dbad	54.5345345345345	0	0	142.327327327327	0	113.702702702703	0	0	7.79279279279279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501cc7c28e0c3c35a005efbb09132cbe	24.4086021505376	0	0	0	0	0	0	0	0	0	30.7876344086021	0	0	0	0	9.83064516129032	20.5806451612903	0	0	0	0	0	0	0	0	0	0	0	0
5045df3c7282cf02b43c2fed84344a38	0	0	0	0	0	0	0	4.65333333333333	0	0	0	0	0	0	0	0	0	0	295.293333333333	0	0	0	0	83.6688888888889	0	0	0	0	0
5058ad4fd43ddccc65d549434526fdf6	0	0	0	0	64.4968553459119	0	0	0	0	850.575471698113	0	44008.7012578616	28.1509433962264	4703.39622641509	4988.63836477987	732.261006289308	4273.54716981132	2688.92767295598	17759.3427672956	0	0	0	0	0	0	0	2223.64465408805	0	0
50bc8daeb5f7f10c4da18901daeb9219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51739d5203376970f22aa15e1c6a3dbf	0	0	141.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51b1a5875a1fda3d5bbc4938d1c14683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51f1ca54a38846ad8b6ddef458b53645	38.8034188034188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51f2af2e73a30237354ff297e2406d9a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51f6838dcdbd9a79255cd31d409b9e34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51fbe8773f78d42f7a056b5a1ca0c1d2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52090c456f96e8749d62763d657f4bb5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52241ac9ff6cc18d2d1c0aeb82668e52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
523b80b8923fe3d1b9b210f9ac584fbe	0	0	0	0	0	0	0	0	0	288.513333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52fa8729b21fa7c1ae73f7372b9fac62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5373a89470044e755fdaf0195df39e25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.1133333333333	0	0	0	6053.49666666667	0	0	0	0	0	0	0	0	0	0
53811b2eef15322c934c9613ac26cb35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53aa5d3b410a7f11ed05cc0271a5429e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53b0b695f0c9a01b18f142a2fd878b4f	0	0	0	0	0	0	0	0	0	0	814.4	7388.64444444444	845.422222222222	136.405555555556	328	0	276.477777777778	304.694444444444	6274.96666666667	0	0	0	0	0	0	0	0	0	0
53ca1ef1c41c0ad978dfce618c98b429	0	14.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53fc217d131eba791aad2c4200f0c491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
540803c70a2420be8427784ac13a932e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54634b06c245c9ee280cb15ae29f04e0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13553113553114
54c530c5ee2b8cc697e84fb816d6d364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54eba2ea0f34a0f7fe1df13ccd64967d	0	15.8790322580645	0	0	0	0	0	0	0	0	0	325.013440860215	60.1586021505376	0	13.8010752688172	0	20.5806451612903	20.1048387096774	714.416666666667	0	0	0	0	26.989247311828	0	9.05376344086021	0	0	0
54f068ce18bd8f43136be37f5730efd5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55a6f81c0dceba22f74179bc626f4708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55f852683d0a0bcad1ea3866d0165ee1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5637196844a21fdce5a24b1145886967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
564f093202263769933a1751e55142bc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
564f4848717eff0b1e60a21dbd2ccd12	0	0	0	0	0	0	0	0	15.9661538461538	0	0	0	0	0	23.6953846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56564f19b0780ffd3b69776adfd71e5d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
566036e40499b4365e9a177af5a5b087	0	0	0	0	0	0	165.149377593361	0	43.0622406639004	0	0	5142.22821576763	0	0	0	0	0	0	0	0	0	0	16.9377593360996	0	0	0	0	0	0
568769f14f0198dd69f646d2900c60c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.22435897435897
568c9b76cfd27c6f35402c91803a6ac3	0	0	211.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
569e30b38e408aba52468d85aae5256f	0	0	352.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56b3213c5659ea8b8c775ffcea923727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56d1ce686d8bb5c2e1ee24f8939cf320	784.328903654485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56eea00f231978f4ea274c780000a327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
571eed08bb1633ba18e53332845ca8b9	0	0	0	0	0	0	0	0	0	0	0	12896.5466666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5726c2c67cf318f1e37dbfb2bde57af7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
573827786aa1312d03575ab720f37d90	0	0	0	0	0	0	0	0	0	88.6830601092896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
573eb2a80ac85b99a83b40d6ebd304a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5777896cfd074119fde1f5fd0690b60e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57949cc873749b9f6c738cd1ece2eb81	0	0	0	0	0	0	0	0	0	0	6.87987987987988	0	255.375375375375	165.897897897898	15.4174174174174	0	91.966966966967	1122.94594594595	0	0	0	0	0	0	0	0	0	0	0
57a54d3ee09e22c2d1d00d306c44d8d4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57c700597aa0b00201b5290aa82d7650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57d11df1448c29a463914e273b921080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77389984825493	0	0
5819024e11f6751f7a22632f9077384f	0	0	0	0	0	10.5175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5820b93c7204c5b103175b390347abdc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06525037936267	0	0	0	0	0	0
5833f59789ccd5f960f8622d2901a834	0	0	0	0	0	0	265.34	0	0	0	45.81	0	0	0	0	0	76.56	0	0	0	0	0	0	0	0	0	0	0	0
5841e3d913c540357d1f768daa1fcad9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
584d4d3962fae4491410c6898b8480d7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58a76d16741d7355702d4f5d8a893951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58ab0756bd3222b627f7136fa135a1b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54850746268657	0	0	0	0	0	0	0	0	0	0	0	0	0
58c37f0c5a45a67d47022d5e6c8699fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58c3893beae8ed368ede518ed3f9af02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58f86a0e214de5444566c6be1ccded5f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5907cdfc3baad96d24c231678f17700c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
595b744c176043dd16671931b902bcf5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59626974f8093cc8570a6f23f46de220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59693e756814ec75a7c464d567f5f3be	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
599b7e49ebda6cfc022eb84910a2878e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59bec76d4457a0b9dc61e0ab2629d682	0	0	0	0	0	0	0	20.2294685990338	18.8019323671498	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28743961352657	19.4009661835749	0	0	0	0	0
59d9a00b301738734d7c989bf117ba3a	272.403333333333	0	870.45	9.87333333333333	0	154.256666666667	530.68	62.81	380.533333333333	342.61	0	0	0	0	8.55666666666667	16.2566666666667	0	0	0	0	54.6433333333333	0	63.4933333333333	0	0	0	0	0	0
59ecd92d70ddc4b92c5c197f9a38fcb0	0	6.23206751054852	0	0	0	0	0	0	10.9472573839662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5a0b932e180d0777cfc989570b37ddd9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5a8b5ff39dbd81e1caeb7d6579481228	45.4	73.84	4305.2	0	0	0	0	376.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.22	431.73	0	0	0	0	0
5a93d657237c5973647ef5157eabdc7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5aa11e8d044ec69c4df350bd373d43f0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5aa42738544df31fb6e851d167d41817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5ae7128923289ae7cd390895150f8158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5b41c1baf81533ec69af26fe31fa54bc	0	108.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5b86d5985ad970efd74dd28fdaed28c3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
