KO	Temperature	TimeWeekCat	Dose	mean	sd	n	se	Level1	Level2	Level3	Gene	Product	EC	EC2	EC3	Full
K00007	T14	B	d5x10.5	0.00821927035869902	0.00937644907142655	8	0.00117205613392832	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T14	B	d5x10.6	0.0130653968105744	0.0156636841047313	10	0.00156636841047313	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T14	B	d5x10.6	0.0130653968105744	0.0156636841047313	10	0.00156636841047313	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T14	B	dControl	0.000691826540659709	0.000699836256002804	4	0.000174959064000701	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T14	B	dControl	0.000691826540659709	0.000699836256002804	4	0.000174959064000701	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	A	d5x10.3	0.00178044738927219	0.00294402562204042	10	0.000294402562204042	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	A	d5x10.3	0.00178044738927219	0.00294402562204042	10	0.000294402562204042	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	A	d5x10.4	0.00063691194927565	0.000488725843470831	10	4.88725843470831e-05	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	A	d5x10.4	0.00063691194927565	0.000488725843470831	10	4.88725843470831e-05	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	A	d5x10.5	0.00450979438963648	0.00781202167208902	10	0.000781202167208902	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	A	d5x10.5	0.00450979438963648	0.00781202167208902	10	0.000781202167208902	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	A	d5x10.6	0.000920477234510195	0.00146661264252942	10	0.000146661264252942	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	A	d5x10.6	0.000920477234510195	0.00146661264252942	10	0.000146661264252942	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	A	dControl	0.000537084701018935	0.000476818679421372	5	9.53637358842744e-05	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	A	dControl	0.000537084701018935	0.000476818679421372	5	9.53637358842744e-05	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	B	d5x10.3	0.000436855147058219	0.000367003235392618	10	3.67003235392618e-05	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	B	d5x10.3	0.000436855147058219	0.000367003235392618	10	3.67003235392618e-05	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	B	d5x10.4	0.0003495789281177	0.000444512140515491	9	4.93902378350546e-05	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	B	d5x10.4	0.0003495789281177	0.000444512140515491	9	4.93902378350546e-05	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	B	d5x10.5	0.00110074257194418	0.00252896599474011	10	0.000252896599474011	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	B	d5x10.5	0.00110074257194418	0.00252896599474011	10	0.000252896599474011	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	B	d5x10.6	0.00271306830104063	0.00299158323433101	10	0.000299158323433101	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	B	d5x10.6	0.00271306830104063	0.00299158323433101	10	0.000299158323433101	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	B	dControl	7.81908303709517e-05	8.35915644089882e-05	5	1.67183128817976e-05	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T22	B	dControl	7.81908303709517e-05	8.35915644089882e-05	5	1.67183128817976e-05	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	A	d5x10.3	0.00542122537150033	0.00609563959224351	10	0.000609563959224351	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	A	d5x10.3	0.00542122537150033	0.00609563959224351	10	0.000609563959224351	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	A	d5x10.4	0.0116876389073815	0.0143143140313397	10	0.00143143140313397	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	A	d5x10.4	0.0116876389073815	0.0143143140313397	10	0.00143143140313397	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	A	d5x10.5	0.00729776358794273	0.00657760345386438	10	0.000657760345386438	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	A	d5x10.5	0.00729776358794273	0.00657760345386438	10	0.000657760345386438	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	A	d5x10.6	0.00196219996801779	0.00136813140499544	10	0.000136813140499544	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	A	d5x10.6	0.00196219996801779	0.00136813140499544	10	0.000136813140499544	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	A	dControl	0.0134316466205203	0.0201998999826679	5	0.00403997999653359	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	A	dControl	0.0134316466205203	0.0201998999826679	5	0.00403997999653359	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	B	d5x10.3	0.00667015036146873	0.00743374344940017	10	0.000743374344940017	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	B	d5x10.3	0.00667015036146873	0.00743374344940017	10	0.000743374344940017	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	B	d5x10.4	0.00931298475839182	0.0103113559153339	10	0.00103113559153339	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	B	d5x10.4	0.00931298475839182	0.0103113559153339	10	0.00103113559153339	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	B	d5x10.5	0.00261099746439969	0.00609719829243474	8	0.000762149786554342	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	B	d5x10.5	0.00261099746439969	0.00609719829243474	8	0.000762149786554342	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	B	d5x10.6	0.000376903467348686	0.000285518303538601	8	3.56897879423251e-05	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	B	d5x10.6	0.000376903467348686	0.000285518303538601	8	3.56897879423251e-05	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	B	dControl	0.0150063932646956	0.0226739489328996	5	0.00453478978657991	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00007	T6	B	dControl	0.0150063932646956	0.0226739489328996	5	0.00453478978657991	Metabolism	Carbohydrate metabolism	Fructose and mannonse metabolism	dalD	D-arabinitol4-dehydrogenase	1.1.1.11			 dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K00038	T14	A	d5x10.3	0.000302440672817864	0.000229872595139682	8	2.87340743924603e-05	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T14	A	d5x10.4	0.000382510525189999	0.000648652084043437	10	6.48652084043437e-05	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T14	A	d5x10.5	0.000444786356040279	0.000331004373174263	9	3.67782636860293e-05	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T14	A	d5x10.6	0.00123826219729143	0.00116564622366423	9	0.000129516247073803	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T14	A	dControl	0.000234811941369219	0.000161418593548456	3	5.38061978494854e-05	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T14	B	d5x10.3	0.000223518637292627	0.000179777803125268	8	2.24722253906585e-05	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T14	B	d5x10.4	0.0100372053123518	0.0218390196402337	8	0.00272987745502921	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T14	B	d5x10.5	0.00334172468893866	0.00250508530630691	8	0.000313135663288364	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T14	B	d5x10.6	0.0175471685105553	0.0336979693782666	10	0.00336979693782666	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T14	B	dControl	0.000153622006862745	0.000152385654058511	4	3.80964135146279e-05	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T22	A	d5x10.3	0.00485578474244441	0.00495243536357504	10	0.000495243536357504	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T22	A	d5x10.4	0.00357942769108513	0.00315019480977155	10	0.000315019480977155	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T22	A	d5x10.5	0.00570646602932491	0.00419465668937635	10	0.000419465668937635	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T22	A	d5x10.6	0.00282526077814149	0.00221320210874342	10	0.000221320210874342	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T22	A	dControl	0.00399140145638873	0.00399225613045445	5	0.00079845122609089	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T22	B	d5x10.3	0.0071075526326694	0.00638039891256503	10	0.000638039891256503	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T22	B	d5x10.4	0.00423873924566777	0.0031029180387917	9	0.000344768670976856	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T22	B	d5x10.5	0.00630857677420683	0.00730490361717176	10	0.000730490361717176	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T22	B	d5x10.6	0.0231239915773737	0.0264267764536717	10	0.00264267764536717	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T22	B	dControl	0.00352314069838603	0.00237580210407502	5	0.000475160420815005	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T6	A	d5x10.3	0.000716413823846904	0.00097726218207439	10	9.7726218207439e-05	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T6	A	d5x10.4	0.0019803353739985	0.00186452857021367	10	0.000186452857021367	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T6	A	d5x10.5	0.00321616060915559	0.00450769319662196	10	0.000450769319662196	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T6	A	d5x10.6	0.000368045619271344	0.000491472749261573	10	4.91472749261573e-05	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T6	A	dControl	0.00020621138827695	0.000106385586901782	5	2.12771173803564e-05	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T6	B	d5x10.3	0.000129172119266684	8.44629203500879e-05	10	8.44629203500879e-06	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T6	B	d5x10.4	0.000399238680684725	0.000579698117936242	10	5.79698117936242e-05	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T6	B	d5x10.5	0.00133483361066995	0.00283906468585158	8	0.000354883085731447	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T6	B	d5x10.6	0.00013609364830917	0.000157927446238169	8	1.97409307797711e-05	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00038	T6	B	dControl	0.000262726161399619	0.000402208335231061	5	8.04416670462122e-05	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E1.1.1.53	3alpha(or20beta)-hydroxysteroiddehydrogenase	1.1.1.53			 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K00151	T14	A	d5x10.3	0.0018813572914028	0.00180361423998167	8	0.000225451779997708	Metabolism	Amino acid metabolism	Tyrosine metabolism	hpaE,hpcC	5-carboxymethyl-2-hydroxymuconic-semialdehydedehydrogenase	1.2.1.60			 hpaE, hpcC; 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60]
